Classificador,Média,RMS,Maximo,Mínimo,Desvio Padrão,Variância
5,2.47E-05,0.00268178,0.012420654,-0.011230469,0.002681721,7.19E-06
1,2.52E-05,0.001835318,0.012695313,-0.010162354,0.001835182,3.37E-06
5,2.67E-05,0.002672321,0.013427734,-0.012268066,0.002672242,7.14E-06
1,2.65E-05,0.001887362,0.014709473,-0.010223389,0.001887213,3.56E-06
5,2.50E-05,0.002291082,0.012817383,-0.009948731,0.002290991,5.25E-06
1,2.57E-05,0.001883752,0.014556885,-0.011322021,0.001883614,3.55E-06
5,2.61E-05,0.00258116,0.014221191,-0.011901855,0.00258108,6.66E-06
1,2.57E-05,0.001855292,0.014587402,-0.010314941,0.001855152,3.44E-06
5,2.31E-05,0.002816288,0.013427734,-0.014068604,0.002816249,7.93E-06
1,2.62E-05,0.001824671,0.014343262,-0.009643555,0.00182452,3.33E-06
5,2.54E-05,0.002153936,0.012573242,-0.01083374,0.00215383,4.64E-06
1,2.56E-05,0.001842191,0.011108398,-0.009735107,0.00184205,3.39E-06
5,2.72E-05,0.001957966,0.011138916,-0.013153076,0.001957816,3.83E-06
1,2.54E-05,0.001812564,0.014129639,-0.010437012,0.001812421,3.28E-06
5,2.66E-05,0.00174697,0.012664795,-0.00881958,0.001746802,3.05E-06
1,2.61E-05,0.001816925,0.012329102,-0.01083374,0.001816774,3.30E-06
5,2.47E-05,0.002388214,0.012695313,-0.011138916,0.002388134,5.70E-06
1,2.59E-05,0.001843476,0.013763428,-0.0105896,0.001843331,3.40E-06
5,2.61E-05,0.00253302,0.015228271,-0.011932373,0.002532936,6.42E-06
1,2.64E-05,0.001785406,0.013641357,-0.012390137,0.001785247,3.19E-06
5,2.67E-05,0.002482409,0.013305664,-0.011474609,0.002482314,6.16E-06
1,2.58E-05,0.001823322,0.014129639,-0.009613037,0.001823175,3.32E-06
5,2.33E-05,0.002559159,0.013275146,-0.011016846,0.002559103,6.55E-06
1,2.48E-05,0.001851032,0.012542725,-0.010345459,0.001850903,3.43E-06
5,2.59E-05,0.002451753,0.015441895,-0.010253906,0.002451666,6.01E-06
1,2.63E-05,0.001796301,0.012268066,-0.013275146,0.001796144,3.23E-06
5,2.56E-05,0.0023843,0.014831543,-0.010101318,0.002384211,5.68E-06
1,2.58E-05,0.001824835,0.014129639,-0.010009766,0.001824689,3.33E-06
5,2.41E-05,0.002549299,0.013336182,-0.010223389,0.002549236,6.50E-06
1,2.57E-05,0.001822691,0.013122559,-0.010925293,0.001822547,3.32E-06
5,2.44E-05,0.002851489,0.013305664,-0.012145996,0.002851442,8.13E-06
1,2.54E-05,0.00181615,0.012207031,-0.010620117,0.001816009,3.30E-06
5,2.50E-05,0.00266331,0.01260376,-0.011260986,0.002663246,7.09E-06
1,2.67E-05,0.00185603,0.011932373,-0.00958252,0.001855876,3.44E-06
5,2.47E-05,0.003017651,0.015960693,-0.013000488,0.00301761,9.11E-06
1,2.53E-05,0.001843119,0.011566162,-0.00958252,0.001842982,3.40E-06
5,2.48E-05,0.002814897,0.014007568,-0.01159668,0.002814844,7.92E-06
1,2.61E-05,0.001795259,0.012420654,-0.010498047,0.001795105,3.22E-06
5,2.53E-05,0.002850692,0.014343262,-0.013336182,0.002850637,8.13E-06
1,2.67E-05,0.001813581,0.014923096,-0.011627197,0.00181342,3.29E-06
5,2.48E-05,0.003445381,0.015563965,-0.014892578,0.003445361,1.19E-05
1,2.54E-05,0.001826031,0.012512207,-0.01083374,0.00182589,3.33E-06
5,2.50E-05,0.003393854,0.015075684,-0.016082764,0.00339383,1.15E-05
1,2.60E-05,0.001779881,0.010772705,-0.011383057,0.001779726,3.17E-06
5,2.55E-05,0.003520616,0.013549805,-0.014404297,0.003520594,1.24E-05
1,2.65E-05,0.001829866,0.014190674,-0.010742188,0.00182971,3.35E-06
5,2.39E-05,0.003378227,0.016479492,-0.013977051,0.003378211,1.14E-05
1,2.57E-05,0.001827474,0.013824463,-0.011871338,0.00182733,3.34E-06
5,2.46E-05,0.003690051,0.016662598,-0.014831543,0.003690043,1.36E-05
1,2.56E-05,0.001810942,0.013702393,-0.008666992,0.001810796,3.28E-06
5,2.10E-05,0.004019178,0.016601563,-0.016143799,0.004019204,1.62E-05
1,2.67E-05,0.001838941,0.013397217,-0.011230469,0.001838784,3.38E-06
5,2.94E-05,0.003781663,0.017272949,-0.01473999,0.003781625,1.43E-05
1,2.56E-05,0.001813812,0.012756348,-0.012817383,0.001813667,3.29E-06
5,2.18E-05,0.004182433,0.016448975,-0.017059326,0.00418246,1.75E-05
1,2.68E-05,0.001837332,0.013824463,-0.010498047,0.001837174,3.38E-06
5,2.39E-05,0.003703881,0.015167236,-0.015991211,0.003703878,1.37E-05
1,2.59E-05,0.001757041,0.013916016,-0.009521484,0.001756885,3.09E-06
5,2.37E-05,0.00340921,0.014587402,-0.014282227,0.003409196,1.16E-05
1,2.66E-05,0.001826061,0.012023926,-0.010620117,0.001825905,3.33E-06
5,2.44E-05,0.003168712,0.014709473,-0.013916016,0.003168681,1.00E-05
1,2.58E-05,0.001781174,0.013641357,-0.011016846,0.001781023,3.17E-06
5,2.64E-05,0.002985396,0.01574707,-0.011413574,0.002985339,8.91E-06
1,2.54E-05,0.001792563,0.012329102,-0.011108398,0.001792418,3.21E-06
5,2.56E-05,0.002883396,0.014007568,-0.012084961,0.00288334,8.31E-06
1,2.60E-05,0.001835592,0.012207031,-0.010162354,0.001835445,3.37E-06
5,2.32E-05,0.002408917,0.012695313,-0.010864258,0.002408854,5.80E-06
1,2.53E-05,0.001800309,0.012268066,-0.010925293,0.001800167,3.24E-06
5,2.48E-05,0.002290531,0.016693115,-0.012695313,0.002290442,5.25E-06
1,2.56E-05,0.001794495,0.011627197,-0.012023926,0.001794348,3.22E-06
5,2.53E-05,0.002406049,0.016479492,-0.012756348,0.002405964,5.79E-06
1,2.59E-05,0.001868921,0.013549805,-0.010131836,0.00186878,3.49E-06
5,2.50E-05,0.002376987,0.012695313,-0.010345459,0.002376904,5.65E-06
1,2.58E-05,0.001818205,0.012390137,-0.011016846,0.001818059,3.31E-06
5,2.70E-05,0.00229599,0.014648438,-0.013549805,0.002295878,5.27E-06
1,2.58E-05,0.001882062,0.014068604,-0.010162354,0.001881923,3.54E-06
5,2.61E-05,0.002032032,0.012634277,-0.012207031,0.002031905,4.13E-06
1,2.71E-05,0.001847106,0.013214111,-0.010955811,0.001846944,3.41E-06
5,2.36E-05,0.002056008,0.012145996,-0.009796143,0.002055914,4.23E-06
1,2.48E-05,0.001883714,0.013763428,-0.0105896,0.001883589,3.55E-06
5,2.61E-05,0.00193524,0.01373291,-0.008850098,0.001935103,3.74E-06
1,2.61E-05,0.001816403,0.013702393,-0.009429932,0.001816252,3.30E-06
5,2.55E-05,0.00207169,0.013061523,-0.010192871,0.002071575,4.29E-06
1,2.57E-05,0.001860377,0.011047363,-0.011352539,0.001860236,3.46E-06
5,2.57E-05,0.002422903,0.012634277,-0.011627197,0.002422815,5.87E-06
1,2.67E-05,0.001787113,0.012481689,-0.009552002,0.001786949,3.19E-06
5,2.57E-05,0.002701251,0.013458252,-0.012664795,0.002701183,7.30E-06
1,2.57E-05,0.001817133,0.013122559,-0.011627197,0.001816987,3.30E-06
5,2.21E-05,0.003359705,0.017181396,-0.01550293,0.0033597,1.13E-05
1,2.66E-05,0.001828101,0.015014648,-0.009918213,0.001827944,3.34E-06
5,2.78E-05,0.003515486,0.016265869,-0.015075684,0.003515447,1.24E-05
1,2.48E-05,0.001850225,0.012939453,-0.014160156,0.001850096,3.42E-06
5,2.11E-05,0.003251469,0.015808105,-0.015075684,0.003251466,1.06E-05
1,2.66E-05,0.001914447,0.012023926,-0.010650635,0.0019143,3.66E-06
5,2.70E-05,0.003071754,0.014038086,-0.013153076,0.003071697,9.44E-06
1,2.52E-05,0.001941011,0.014099121,-0.010864258,0.001940886,3.77E-06
5,1.88E-05,0.003572091,0.01940918,-0.017456055,0.003572113,1.28E-05
1,2.59E-05,0.001876518,0.013366699,-0.014587402,0.001876377,3.52E-06
5,2.86E-05,0.003380448,0.013641357,-0.01651001,0.003380395,1.14E-05
1,2.52E-05,0.001900474,0.012023926,-0.011444092,0.001900345,3.61E-06
5,2.52E-05,0.003373826,0.013183594,-0.012878418,0.003373799,1.14E-05
1,2.66E-05,0.00182955,0.014160156,-0.009368897,0.001829394,3.35E-06
5,2.50E-05,0.003204927,0.014587402,-0.013031006,0.003204894,1.03E-05
1,2.51E-05,0.001859809,0.014160156,-0.010925293,0.001859676,3.46E-06
5,2.28E-05,0.003249574,0.017425537,-0.013946533,0.003249559,1.06E-05
1,2.58E-05,0.001869594,0.013946533,-0.010772705,0.001869454,3.49E-06
5,2.44E-05,0.00312359,0.01385498,-0.015960693,0.003123558,9.76E-06
1,2.62E-05,0.001889595,0.016479492,-0.012115479,0.001889451,3.57E-06
5,2.52E-05,0.003175835,0.015533447,-0.013031006,0.003175799,1.01E-05
1,2.64E-05,0.00185717,0.013763428,-0.010437012,0.001857019,3.45E-06
5,2.33E-05,0.003128045,0.015319824,-0.014404297,0.00312802,9.78E-06
1,2.65E-05,0.001832485,0.012420654,-0.010467529,0.00183233,3.36E-06
5,2.34E-05,0.002747485,0.013702393,-0.012329102,0.00274744,7.55E-06
1,2.45E-05,0.001793748,0.012786865,-0.010040283,0.001793617,3.22E-06
5,2.53E-05,0.002772335,0.014160156,-0.012481689,0.002772275,7.69E-06
1,2.59E-05,0.001857597,0.013153076,-0.010437012,0.001857453,3.45E-06
5,2.69E-05,0.002699716,0.012969971,-0.013427734,0.002699636,7.29E-06
1,2.59E-05,0.001858315,0.012695313,-0.010345459,0.001858171,3.45E-06
5,2.44E-05,0.002509363,0.012420654,-0.011505127,0.002509294,6.30E-06
1,2.60E-05,0.00188373,0.012023926,-0.010864258,0.001883588,3.55E-06
5,2.51E-05,0.002331593,0.013214111,-0.010772705,0.002331505,5.44E-06
1,2.54E-05,0.001920121,0.015716553,-0.009857178,0.001919991,3.69E-06
5,2.31E-05,0.002761176,0.017669678,-0.011260986,0.002761134,7.62E-06
1,2.55E-05,0.001856385,0.013977051,-0.009277344,0.001856246,3.45E-06
5,2.44E-05,0.002698779,0.014862061,-0.012298584,0.002698722,7.28E-06
1,2.58E-05,0.001925505,0.011901855,-0.009399414,0.00192537,3.71E-06
5,2.80E-05,0.002586334,0.015930176,-0.012512207,0.002586234,6.69E-06
1,1.83E-05,0.00152603,0.012054443,-0.010162354,0.001525951,2.33E-06
5,2.49E-05,0.00310205,0.015625,-0.012329102,0.003102012,9.62E-06
1,2.58E-05,0.001836929,0.014160156,-0.012298584,0.001836786,3.37E-06
5,2.31E-05,0.003053734,0.014251709,-0.013153076,0.003053707,9.33E-06
1,2.42E-05,0.001843929,0.010803223,-0.010955811,0.001843807,3.40E-06
5,2.43E-05,0.00331026,0.015075684,-0.016052246,0.003310237,1.10E-05
1,2.54E-05,0.001894302,0.013275146,-0.010681152,0.00189417,3.59E-06
5,2.40E-05,0.003191311,0.014190674,-0.013793945,0.003191285,1.02E-05
1,2.68E-05,0.001840427,0.012908936,-0.010101318,0.001840268,3.39E-06
5,2.60E-05,0.002738278,0.015655518,-0.010681152,0.00273821,7.50E-06
1,2.58E-05,0.001805817,0.012145996,-0.011016846,0.001805669,3.26E-06
5,2.39E-05,0.003049012,0.014251709,-0.013000488,0.003048979,9.30E-06
1,2.60E-05,0.001864319,0.014404297,-0.010498047,0.001864175,3.48E-06
5,2.64E-05,0.003031858,0.014770508,-0.014587402,0.003031803,9.19E-06
1,2.60E-05,0.001839099,0.013214111,-0.009338379,0.001838952,3.38E-06
5,2.26E-05,0.003123261,0.015838623,-0.012176514,0.003123242,9.75E-06
1,2.61E-05,0.001801518,0.010467529,-0.011322021,0.001801365,3.24E-06
5,2.37E-05,0.002980383,0.01473999,-0.013183594,0.002980348,8.88E-06
1,2.55E-05,0.001788434,0.012939453,-0.009368897,0.001788288,3.20E-06
5,2.49E-05,0.002668185,0.013916016,-0.012573242,0.002668122,7.12E-06
1,2.64E-05,0.001869322,0.013977051,-0.013214111,0.001869173,3.49E-06
5,2.75E-05,0.002702646,0.014068604,-0.013916016,0.00270256,7.30E-06
1,2.63E-05,0.00186276,0.01159668,-0.012451172,0.001862612,3.47E-06
5,2.37E-05,0.002634136,0.013458252,-0.012390137,0.002634083,6.94E-06
1,2.51E-05,0.001767942,0.013122559,-0.00894165,0.001767798,3.13E-06
5,2.65E-05,0.002287658,0.013092041,-0.010314941,0.002287551,5.23E-06
1,2.64E-05,0.001795393,0.012084961,-0.009979248,0.001795235,3.22E-06
5,2.49E-05,0.002285809,0.013458252,-0.013977051,0.002285719,5.22E-06
1,2.56E-05,0.001845071,0.013885498,-0.010742188,0.00184493,3.40E-06
5,2.55E-05,0.002359486,0.017150879,-0.010498047,0.002359395,5.57E-06
1,2.59E-05,0.001827237,0.015472412,-0.010772705,0.001827091,3.34E-06
5,2.55E-05,0.002296022,0.013885498,-0.010681152,0.002295926,5.27E-06
1,2.59E-05,0.001866369,0.013183594,-0.010467529,0.001866227,3.48E-06
5,2.41E-05,0.002570468,0.015106201,-0.010284424,0.002570406,6.61E-06
1,2.56E-05,0.001830318,0.017028809,-0.009490967,0.001830176,3.35E-06
5,2.58E-05,0.002265914,0.015411377,-0.011993408,0.002265812,5.13E-06
1,2.51E-05,0.001818569,0.012908936,-0.009460449,0.001818432,3.31E-06
5,2.66E-05,0.002434445,0.014801025,-0.013000488,0.002434348,5.93E-06
1,2.52E-05,0.001826318,0.013427734,-0.011169434,0.001826181,3.33E-06
5,2.47E-05,0.002018887,0.015411377,-0.012756348,0.002018776,4.08E-06
1,2.61E-05,0.00185789,0.014099121,-0.010009766,0.001857744,3.45E-06
5,2.53E-05,0.00205777,0.013244629,-0.009216309,0.002057655,4.23E-06
1,2.48E-05,0.001903646,0.013305664,-0.010559082,0.001903523,3.62E-06
5,2.52E-05,0.002094022,0.01260376,-0.010223389,0.002093912,4.38E-06
1,2.67E-05,0.001847281,0.012908936,-0.009429932,0.001847125,3.41E-06
5,2.66E-05,0.002144489,0.013977051,-0.013549805,0.002144368,4.60E-06
1,2.60E-05,0.001812913,0.013977051,-0.010192871,0.001812763,3.29E-06
5,2.71E-05,0.002573775,0.012817383,-0.011016846,0.002573684,6.62E-06
1,2.65E-05,0.001914022,0.012939453,-0.012207031,0.001913876,3.66E-06
5,2.43E-05,0.005613165,0.024017334,-0.022705078,0.005613225,3.15E-05
1,2.52E-05,0.001915985,0.013702393,-0.011779785,0.001915857,3.67E-06
5,2.62E-05,0.005355826,0.019104004,-0.025146484,0.005355869,2.87E-05
1,2.62E-05,0.001849751,0.011657715,-0.011260986,0.001849602,3.42E-06
5,2.24E-05,0.00542834,0.021362305,-0.025787354,0.005428402,2.95E-05
1,2.59E-05,0.001857914,0.012329102,-0.010406494,0.001857771,3.45E-06
5,2.51E-05,0.005681986,0.018768311,-0.024536133,0.005682044,3.23E-05
1,2.56E-05,0.001843001,0.01574707,-0.011077881,0.00184286,3.40E-06
5,2.20E-05,0.005531076,0.0184021,-0.021728516,0.005531143,3.06E-05
1,2.63E-05,0.001847464,0.014648438,-0.00982666,0.001847313,3.41E-06
5,2.53E-05,0.00456495,0.023162842,-0.023712158,0.004564971,2.08E-05
1,2.55E-05,0.001847358,0.012390137,-0.010284424,0.001847219,3.41E-06
5,2.48E-05,0.004595546,0.02041626,-0.019958496,0.004595571,2.11E-05
1,2.62E-05,0.001890145,0.016601563,-0.008789063,0.001890001,3.57E-06
5,2.51E-05,0.004632948,0.020294189,-0.019165039,0.004632972,2.15E-05
1,2.61E-05,0.001839976,0.014923096,-0.012512207,0.001839827,3.38E-06
5,2.43E-05,0.004416139,0.02255249,-0.023742676,0.00441616,1.95E-05
1,2.55E-05,0.001870714,0.014587402,-0.011871338,0.001870578,3.50E-06
5,2.32E-05,0.004025424,0.015106201,-0.016448975,0.004025437,1.62E-05
1,2.61E-05,0.001867115,0.014068604,-0.010162354,0.00186697,3.49E-06
5,2.71E-05,0.004175661,0.020996094,-0.016723633,0.004175657,1.74E-05
1,2.60E-05,0.00186239,0.012268066,-0.009918213,0.001862245,3.47E-06
5,2.30E-05,0.003616046,0.01550293,-0.017944336,0.003616045,1.31E-05
1,2.53E-05,0.001865135,0.01449585,-0.011322021,0.001865,3.48E-06
5,2.36E-05,0.003582293,0.015075684,-0.014556885,0.003582286,1.28E-05
1,2.61E-05,0.001860694,0.013000488,-0.011322021,0.001860548,3.46E-06
5,2.52E-05,0.003355986,0.01663208,-0.014038086,0.003355959,1.13E-05
1,2.57E-05,0.001807834,0.015594482,-0.012298584,0.001807687,3.27E-06
5,2.44E-05,0.003852155,0.018218994,-0.016662598,0.003852155,1.48E-05
1,2.58E-05,0.001849591,0.01449585,-0.010131836,0.001849449,3.42E-06
5,2.31E-05,0.003815849,0.019378662,-0.018707275,0.003815855,1.46E-05
1,2.68E-05,0.001865278,0.015075684,-0.009460449,0.001865123,3.48E-06
5,2.56E-05,0.003455063,0.018951416,-0.015380859,0.003455037,1.19E-05
1,2.52E-05,0.001831347,0.013916016,-0.010955811,0.00183121,3.35E-06
5,2.64E-05,0.003362794,0.016265869,-0.015441895,0.003362758,1.13E-05
1,2.61E-05,0.001813794,0.014709473,-0.010131836,0.001813643,3.29E-06
5,2.34E-05,0.00329672,0.02041626,-0.015808105,0.003296702,1.09E-05
1,2.57E-05,0.001845154,0.016021729,-0.011474609,0.001845012,3.40E-06
5,2.30E-05,0.003140567,0.016174316,-0.013092041,0.003140545,9.86E-06
1,2.64E-05,0.001866126,0.015228271,-0.010437012,0.001865977,3.48E-06
5,2.68E-05,0.003041171,0.016876221,-0.01361084,0.003041114,9.25E-06
1,2.61E-05,0.001829579,0.014282227,-0.010101318,0.001829429,3.35E-06
5,2.49E-05,0.003021537,0.01776123,-0.012939453,0.003021495,9.13E-06
1,2.56E-05,0.001792002,0.013427734,-0.010253906,0.001791854,3.21E-06
5,2.49E-05,0.003138146,0.016937256,-0.019348145,0.00313811,9.85E-06
1,2.71E-05,0.00182075,0.015441895,-0.009979248,0.001820585,3.31E-06
5,2.43E-05,0.002890772,0.015655518,-0.012756348,0.002890728,8.36E-06
1,2.56E-05,0.001827819,0.016723633,-0.009399414,0.001827675,3.34E-06
5,2.54E-05,0.002506472,0.01574707,-0.014038086,0.002506394,6.28E-06
1,2.63E-05,0.001792933,0.014434814,-0.011383057,0.001792776,3.21E-06
5,2.45E-05,0.002640058,0.015808105,-0.014404297,0.002639997,6.97E-06
1,2.59E-05,0.001766011,0.01473999,-0.010375977,0.001765857,3.12E-06
5,2.63E-05,0.003105653,0.015167236,-0.01651001,0.003105604,9.64E-06
1,2.63E-05,0.001804692,0.015625,-0.010406494,0.001804537,3.26E-06
5,2.36E-05,0.002884306,0.014556885,-0.014556885,0.002884267,8.32E-06
1,2.69E-05,0.001862181,0.013458252,-0.010314941,0.001862024,3.47E-06
5,2.61E-05,0.002578096,0.012023926,-0.016052246,0.002578016,6.65E-06
1,2.52E-05,0.001846974,0.013549805,-0.012756348,0.001846839,3.41E-06
5,2.56E-05,0.002829107,0.017242432,-0.013702393,0.002829048,8.00E-06
1,2.66E-05,0.001817062,0.013671875,-0.010101318,0.001816904,3.30E-06
5,2.41E-05,0.002914659,0.016815186,-0.013183594,0.002914618,8.50E-06
1,2.50E-05,0.001811884,0.013458252,-0.010253906,0.001811748,3.28E-06
5,2.67E-05,0.003181986,0.016571045,-0.014434814,0.003181937,1.01E-05
1,2.56E-05,0.001818744,0.015380859,-0.010650635,0.001818599,3.31E-06
5,2.29E-05,0.002801065,0.013641357,-0.012176514,0.002801028,7.85E-06
1,2.66E-05,0.001803664,0.014038086,-0.010681152,0.001803504,3.25E-06
5,2.52E-05,0.003162462,0.017700195,-0.015686035,0.003162424,1.00E-05
1,2.57E-05,0.00186696,0.013763428,-0.010742188,0.00186682,3.49E-06
5,2.42E-05,0.002583572,0.015258789,-0.012512207,0.002583511,6.67E-06
1,2.58E-05,0.001821297,0.014434814,-0.011138916,0.001821151,3.32E-06
5,2.50E-05,0.002918449,0.018066406,-0.011627197,0.002918401,8.52E-06
1,2.61E-05,0.0018299,0.016235352,-0.010864258,0.00182975,3.35E-06
5,2.52E-05,0.003323811,0.018859863,-0.014465332,0.003323783,1.10E-05
1,2.55E-05,0.001819632,0.014190674,-0.010437012,0.00181949,3.31E-06
5,2.43E-05,0.003129413,0.013763428,-0.014038086,0.003129381,9.79E-06
1,2.57E-05,0.001833338,0.014923096,-0.013153076,0.001833195,3.36E-06
5,2.61E-05,0.003216731,0.013458252,-0.017181396,0.00321669,1.03E-05
1,2.62E-05,0.001798916,0.015167236,-0.011383057,0.001798761,3.24E-06
5,2.16E-05,0.003256103,0.014190674,-0.016021729,0.003256096,1.06E-05
1,2.56E-05,0.001831688,0.01739502,-0.009887695,0.001831547,3.35E-06
5,2.69E-05,0.003125052,0.016143799,-0.016143799,0.003124999,9.77E-06
1,2.55E-05,0.001850473,0.012359619,-0.010131836,0.001850335,3.42E-06
5,2.39E-05,0.003265379,0.016387939,-0.014343262,0.003265357,1.07E-05
1,2.66E-05,0.001835771,0.016357422,-0.009979248,0.001835615,3.37E-06
5,2.25E-05,0.003633192,0.018951416,-0.014221191,0.003633195,1.32E-05
1,2.55E-05,0.001825645,0.015563965,-0.011627197,0.001825504,3.33E-06
5,2.62E-05,0.003467999,0.021484375,-0.013336182,0.003467969,1.20E-05
1,2.58E-05,0.001844528,0.01373291,-0.010467529,0.001844384,3.40E-06
5,2.37E-05,0.004126433,0.017211914,-0.018859863,0.004126447,1.70E-05
1,2.60E-05,0.00186092,0.014831543,-0.010498047,0.001860775,3.46E-06
5,2.51E-05,0.004781135,0.021789551,-0.018280029,0.004781165,2.29E-05
1,2.59E-05,0.001851604,0.015563965,-0.013580322,0.00185146,3.43E-06
5,2.29E-05,0.005212429,0.024627686,-0.026062012,0.005212483,2.72E-05
1,2.70E-05,0.00180277,0.013977051,-0.010406494,0.001802604,3.25E-06
5,2.31E-05,0.005716848,0.024841309,-0.023132324,0.005716916,3.27E-05
1,2.61E-05,0.001801522,0.013671875,-0.010498047,0.00180137,3.24E-06
5,2.72E-05,0.005053866,0.021636963,-0.02230835,0.005053894,2.55E-05
1,2.56E-05,0.001871267,0.014160156,-0.011535645,0.001871129,3.50E-06
5,2.10E-05,0.00570745,0.023040771,-0.025543213,0.005707525,3.26E-05
1,2.57E-05,0.001867348,0.016204834,-0.012908936,0.001867209,3.49E-06
5,2.30E-05,0.005302363,0.022277832,-0.023040771,0.00530242,2.81E-05
1,2.63E-05,0.001846688,0.015411377,-0.0105896,0.001846537,3.41E-06
5,2.70E-05,0.00598455,0.023803711,-0.024139404,0.005984609,3.58E-05
1,2.55E-05,0.001797744,0.014038086,-0.011322021,0.0017976,3.23E-06
5,2.25E-05,0.006257219,0.025634766,-0.025604248,0.006257303,3.92E-05
1,2.66E-05,0.001783526,0.013977051,-0.010406494,0.001783364,3.18E-06
5,2.50E-05,0.005693696,0.022491455,-0.025085449,0.005693755,3.24E-05
1,2.62E-05,0.001808329,0.013000488,-0.010650635,0.001808174,3.27E-06
5,2.70E-05,0.00651549,0.029418945,-0.025024414,0.006515564,4.25E-05
1,2.59E-05,0.001857309,0.014068604,-0.011077881,0.001857166,3.45E-06
5,2.22E-05,0.006567393,0.026885986,-0.024353027,0.006567487,4.31E-05
1,2.60E-05,0.001833961,0.013061523,-0.011474609,0.001833812,3.36E-06
5,2.19E-05,0.00609637,0.024017334,-0.022155762,0.006096452,3.72E-05
1,2.59E-05,0.001797136,0.013549805,-0.009490967,0.001796986,3.23E-06
5,2.44E-05,0.00652214,0.027069092,-0.0284729,0.006522225,4.25E-05
1,2.61E-05,0.001834625,0.014373779,-0.011077881,0.001834476,3.37E-06
5,2.64E-05,0.006756885,0.02545166,-0.025939941,0.006756968,4.57E-05
1,2.55E-05,0.001806581,0.015808105,-0.010894775,0.001806437,3.26E-06
5,2.39E-05,0.006419524,0.023864746,-0.023712158,0.006419608,4.12E-05
1,2.66E-05,0.001811961,0.017211914,-0.00982666,0.001811802,3.28E-06
5,2.53E-05,0.006399169,0.023712158,-0.026123047,0.006399247,4.10E-05
1,2.61E-05,0.001842678,0.013824463,-0.011108398,0.001842531,3.39E-06
5,2.47E-05,0.006503631,0.026245117,-0.026153564,0.006503714,4.23E-05
1,2.49E-05,0.001766999,0.016082764,-0.01083374,0.001766859,3.12E-06
5,2.32E-05,0.006304623,0.023620605,-0.02532959,0.006304706,3.97E-05
1,2.57E-05,0.001758542,0.013580322,-0.009033203,0.001758389,3.09E-06
5,2.37E-05,0.006584401,0.02355957,-0.02331543,0.00658449,4.34E-05
1,2.58E-05,0.001860226,0.014892578,-0.010375977,0.001860084,3.46E-06
5,2.50E-05,0.006889053,0.027709961,-0.02355957,0.006889146,4.75E-05
1,2.64E-05,0.001815067,0.013824463,-0.011993408,0.001814912,3.29E-06
5,2.16E-05,0.006556098,0.029724121,-0.028167725,0.006556193,4.30E-05
1,2.62E-05,0.001796271,0.0128479,-0.011108398,0.001796116,3.23E-06
5,2.43E-05,0.006663358,0.024505615,-0.025817871,0.006663447,4.44E-05
1,2.60E-05,0.001811793,0.014129639,-0.009765625,0.001811643,3.28E-06
5,2.43E-05,0.007099034,0.031585693,-0.037200928,0.007099134,5.04E-05
1,2.57E-05,0.001794355,0.013153076,-0.011444092,0.001794206,3.22E-06
5,2.80E-05,0.007449267,0.030487061,-0.029541016,0.007449363,5.55E-05
1,2.61E-05,0.001807756,0.01449585,-0.00982666,0.001807603,3.27E-06
5,2.41E-05,0.006952879,0.0284729,-0.024658203,0.006952976,4.83E-05
1,2.67E-05,0.001785343,0.012359619,-0.012542725,0.001785179,3.19E-06
5,2.31E-05,0.006506218,0.026855469,-0.024047852,0.006506308,4.23E-05
1,2.55E-05,0.001823939,0.012207031,-0.012145996,0.001823797,3.33E-06
5,2.39E-05,0.006161735,0.022613525,-0.023986816,0.006161812,3.80E-05
1,2.60E-05,0.001897129,0.012390137,-0.013122559,0.001896989,3.60E-06
5,1.94E-05,0.00651761,0.024475098,-0.025482178,0.006517711,4.25E-05
1,2.65E-05,0.001860329,0.016296387,-0.01071167,0.001860178,3.46E-06
5,2.58E-05,0.006504427,0.022094727,-0.02255249,0.006504506,4.23E-05
1,2.56E-05,0.001816955,0.01473999,-0.010437012,0.001816811,3.30E-06
5,2.61E-05,0.006507663,0.025390625,-0.025909424,0.006507741,4.24E-05
1,2.62E-05,0.001838843,0.01272583,-0.010467529,0.001838693,3.38E-06
5,2.30E-05,0.006491896,0.025360107,-0.024108887,0.006491985,4.21E-05
1,2.62E-05,0.001838035,0.014587402,-0.012298584,0.001837885,3.38E-06
5,2.16E-05,0.005654069,0.021697998,-0.022064209,0.005654141,3.20E-05
1,2.65E-05,0.001867175,0.01651001,-0.01260376,0.001867025,3.49E-06
5,3.12E-05,0.00585941,0.025939941,-0.025299072,0.005859444,3.43E-05
1,2.46E-05,0.001802779,0.01272583,-0.011199951,0.001802647,3.25E-06
5,1.62E-05,0.00615503,0.024200439,-0.024505615,0.006155131,3.79E-05
1,2.58E-05,0.001843707,0.016174316,-0.012878418,0.001843563,3.40E-06
5,2.82E-05,0.005684331,0.022705078,-0.022369385,0.005684375,3.23E-05
1,2.63E-05,0.001859546,0.013793945,-0.011047363,0.001859397,3.46E-06
5,2.07E-05,0.005219361,0.024475098,-0.02520752,0.005219424,2.72E-05
1,2.52E-05,0.001827444,0.013549805,-0.011413574,0.001827307,3.34E-06
5,2.99E-05,0.006351811,0.024627686,-0.023651123,0.006351868,4.03E-05
1,2.65E-05,0.00181689,0.01574707,-0.009643555,0.001816733,3.30E-06
