 Item ; Média ; RMS ; Maximo ; Mínimo ; Desvio Padrão ; Variância ;;;;;;;;
 Isolador Bom ; 0,0000254578 ; 0,0018960008 ; 0,0128173830 ;-0,0107421880 ; 0,0018958678 ; 0,0000035943 ;;;;;;;;
 Isolador Bom ; 0,0000258142 ; 0,0018681814 ; 0,0148620610 ;-0,0106811520 ; 0,0018680404 ; 0,0000034896 ;;;;;;;;
 Isolador Bom ; 0,0000267175 ; 0,0018765325 ; 0,0158081050 ;-0,0104675290 ; 0,0018763798 ; 0,0000035208 ;;;;;;;;
 Isolador Bom ; 0,0000262378 ; 0,0018650590 ; 0,0137634280 ;-0,0115051270 ; 0,0018649117 ; 0,0000034779 ;;;;;;;;
 Isolador Bom ; 0,0000251880 ; 0,0019104031 ; 0,0131225590 ;-0,0100402830 ; 0,0019102753 ; 0,0000036492 ;;;;;;;;
 Isolador Bom ; 0,0000249231 ; 0,0018750648 ; 0,0112609860 ;-0,0116577150 ; 0,0018749366 ; 0,0000035154 ;;;;;;;;
 Isolador Bom ; 0,0000258777 ; 0,0018479003 ; 0,0147705080 ;-0,0098571777 ; 0,0018477560 ; 0,0000034142 ;;;;;;;;
 Isolador Bom ; 0,0000253564 ; 0,0019033207 ; 0,0138854980 ;-0,0116882320 ; 0,0019031899 ; 0,0000036221 ;;;;;;;;
 Isolador Bom ; 0,0000256909 ; 0,0019517116 ; 0,0161437990 ;-0,0105896000 ; 0,0019515815 ; 0,0000038087 ;;;;;;;;
 Isolador Bom ; 0,0000265637 ; 0,0018428400 ; 0,0143737790 ;-0,0092163086 ; 0,0018426854 ; 0,0000033955 ;;;;;;;;
 Isolador Bom ; 0,0000241687 ; 0,0018776980 ; 0,0169982910 ;-0,0132446290 ; 0,0018775800 ; 0,0000035253 ;;;;;;;;
 Isolador Bom ; 0,0000259631 ; 0,0019052113 ; 0,0157775880 ;-0,0097656250 ; 0,0019050724 ; 0,0000036293 ;;;;;;;;
 Isolador Bom ; 0,0000251575 ; 0,0018749306 ; 0,0129394530 ;-0,0105896000 ; 0,0018747993 ; 0,0000035149 ;;;;;;;;
 Isolador Bom ; 0,0000260706 ; 0,0018892066 ; 0,0136413570 ;-0,0151672360 ; 0,0018890645 ; 0,0000035686 ;;;;;;;;
 Isolador Bom ; 0,0000252966 ; 0,0019102019 ; 0,0128479000 ;-0,0119018550 ; 0,0019100726 ; 0,0000036484 ;;;;;;;;
 Isolador Bom ; 0,0000258472 ; 0,0018568324 ; 0,0136413570 ;-0,0088500977 ; 0,0018566896 ; 0,0000034473 ;;;;;;;;
 Isolador Bom ; 0,0000252393 ; 0,0018458480 ; 0,0128479000 ;-0,0116271970 ; 0,0018457124 ; 0,0000034067 ;;;;;;;;
 Isolador Bom ; 0,0000253235 ; 0,0019380920 ; 0,0148925780 ;-0,0100708010 ; 0,0019379653 ; 0,0000037557 ;;;;;;;;
 Isolador Bom ; 0,0000250024 ; 0,0018608080 ; 0,0142211910 ;-0,0098266602 ; 0,0018606772 ; 0,0000034621 ;;;;;;;;
 Isolador Bom ; 0,0000266187 ; 0,0019186891 ; 0,0149536130 ;-0,0113830570 ; 0,0019185428 ; 0,0000036808 ;;;;;;;;
 Isolador Bom ; 0,0000260779 ; 0,0018783295 ; 0,0154418950 ;-0,0095214844 ; 0,0018781860 ; 0,0000035276 ;;;;;;;;
 Isolador Bom ; 0,0000250818 ; 0,0018613213 ; 0,0111083980 ;-0,0128173830 ; 0,0018611895 ; 0,0000034640 ;;;;;;;;
 Isolador Bom ; 0,0000256372 ; 0,0018986446 ; 0,0140075680 ;-0,0121154790 ; 0,0018985094 ; 0,0000036043 ;;;;;;;;
 Isolador Bom ; 0,0000251257 ; 0,0018824072 ; 0,0135498050 ;-0,0099792480 ; 0,0018822772 ; 0,0000035430 ;;;;;;;;
 Isolador Bom ; 0,0000258459 ; 0,0018430180 ; 0,0141906740 ;-0,0124511720 ; 0,0018428736 ; 0,0000033962 ;;;;;;;;
 Isolador Bom ; 0,0000244788 ; 0,0019109934 ; 0,0110778810 ;-0,0117797850 ; 0,0019108748 ; 0,0000036514 ;;;;;;;;
 Isolador Bom ; 0,0000262158 ; 0,0018712905 ; 0,0134582520 ;-0,0096435547 ; 0,0018711443 ; 0,0000035012 ;;;;;;;;
 Isolador Bom ; 0,0000242590 ; 0,0018508960 ; 0,0119018550 ;-0,0108642580 ; 0,0018507740 ; 0,0000034254 ;;;;;;;;
 Isolador Bom ; 0,0000179028 ; 0,0015496545 ; 0,0115966800 ;-0,0104675290 ; 0,0015495820 ; 0,0000024012 ;;;;;;;;
 Isolador Bom ; 0,0000246460 ; 0,0018802852 ; 0,0140075680 ;-0,0128479000 ; 0,0018801613 ; 0,0000035350 ;;;;;;;;
 Isolador Bom ; 0,0000261328 ; 0,0018523651 ; 0,0160522460 ;-0,0125427250 ; 0,0018522178 ; 0,0000034307 ;;;;;;;;
 Isolador Bom ; 0,0000247021 ; 0,0018500007 ; 0,0136413570 ;-0,0121765140 ; 0,0018498727 ; 0,0000034220 ;;;;;;;;
 Isolador Bom ; 0,0000244226 ; 0,0018996363 ; 0,0140991210 ;-0,0114746090 ; 0,0018995173 ; 0,0000036082 ;;;;;;;;
 Isolador Bom ; 0,0000250549 ; 0,0019003005 ; 0,0137329100 ;-0,0097045898 ; 0,0019001733 ; 0,0000036107 ;;;;;;;;
 Isolador Bom ; 0,0000259509 ; 0,0019331395 ; 0,0157470700 ;-0,0107727050 ; 0,0019330040 ; 0,0000037365 ;;;;;;;;
 Isolador Bom ; 0,0000253955 ; 0,0018653457 ; 0,0169677730 ;-0,0138244630 ; 0,0018652101 ; 0,0000034790 ;;;;;;;;
 Isolador Bom ; 0,0000252063 ; 0,0018639336 ; 0,0157165530 ;-0,0116882320 ; 0,0018638004 ; 0,0000034738 ;;;;;;;;
 Isolador Bom ; 0,0000249255 ; 0,0018749123 ; 0,0133361820 ;-0,0123291020 ; 0,0018747842 ; 0,0000035148 ;;;;;;;;
 Isolador Bom ; 0,0000261353 ; 0,0019224505 ; 0,0168457030 ;-0,0099792480 ; 0,0019223113 ; 0,0000036953 ;;;;;;;;
 Isolador Bom ; 0,0000246057 ; 0,0019664541 ; 0,0146179200 ;-0,0119323730 ; 0,0019663395 ; 0,0000038665 ;;;;;;;;
 Isolador Bom ; 0,0000247510 ; 0,0019210290 ; 0,0139465330 ;-0,0114135740 ; 0,0019209079 ; 0,0000036899 ;;;;;;;;
 Isolador Bom ; 0,0000262378 ; 0,0018520352 ; 0,0121459960 ;-0,0102844240 ; 0,0018518863 ; 0,0000034295 ;;;;;;;;
 Isolador Bom ; 0,0000253882 ; 0,0018717746 ; 0,0146179200 ;-0,0106506350 ; 0,0018716399 ; 0,0000035030 ;;;;;;;;
 Isolador Bom ; 0,0000244141 ; 0,0018657114 ; 0,0128784180 ;-0,0108337400 ; 0,0018655889 ; 0,0000034804 ;;;;;;;;
 Isolador Bom ; 0,0000252734 ; 0,0018638374 ; 0,0169982910 ;-0,0117797850 ; 0,0018637033 ; 0,0000034734 ;;;;;;;;
 Isolador Bom ; 0,0000262256 ; 0,0018677134 ; 0,0123596190 ;-0,0131225590 ; 0,0018675666 ; 0,0000034878 ;;;;;;;;
 Isolador Bom ; 0,0000253162 ; 0,0018970638 ; 0,0138549800 ;-0,0101013180 ; 0,0018969328 ; 0,0000035984 ;;;;;;;;
 Isolador Bom ; 0,0000244641 ; 0,0018577255 ; 0,0126342770 ;-0,0126647950 ; 0,0018576016 ; 0,0000034507 ;;;;;;;;
 Isolador Bom ; 0,0000263574 ; 0,0019026283 ; 0,0131530760 ;-0,0120239260 ; 0,0019024837 ; 0,0000036194 ;;;;;;;;
 Isolador Bom ; 0,0000245996 ; 0,0018198148 ; 0,0115356450 ;-0,0127868650 ; 0,0018196849 ; 0,0000033113 ;;;;;;;;
 Isolador Bom ; 0,0000253882 ; 0,0018876759 ; 0,0143127440 ;-0,0096740723 ; 0,0018875429 ; 0,0000035628 ;;;;;;;;
 Isolador Bom ; 0,0000263660 ; 0,0018455775 ; 0,0118408200 ;-0,0106506350 ; 0,0018454261 ; 0,0000034056 ;;;;;;;;
 Isolador Bom ; 0,0000254016 ; 0,0018575530 ; 0,0157470700 ;-0,0118408200 ; 0,0018574165 ; 0,0000034500 ;;;;;;;;
 Isolador Bom ; 0,0000255920 ; 0,0019062301 ; 0,0136108400 ;-0,0139160160 ; 0,0019060964 ; 0,0000036332 ;;;;;;;;
 Isolador Bom ; 0,0000253735 ; 0,0019454721 ; 0,0141601560 ;-0,0119628910 ; 0,0019453455 ; 0,0000037844 ;;;;;;;;
 Isolador Bom ; 0,0000256458 ; 0,0019110773 ; 0,0139465330 ;-0,0107727050 ; 0,0019109434 ; 0,0000036517 ;;;;;;;;
 Isolador Bom ; 0,0000250623 ; 0,0019082659 ; 0,0125732420 ;-0,0120239260 ; 0,0019081395 ; 0,0000036410 ;;;;;;;;
 Isolador Bom ; 0,0000257251 ; 0,0018769947 ; 0,0129089360 ;-0,0125732420 ; 0,0018768559 ; 0,0000035226 ;;;;;;;;
 Isolador Bom ; 0,0000256494 ; 0,0018715232 ; 0,0141906740 ;-0,0126647950 ; 0,0018713848 ; 0,0000035021 ;;;;;;;;
 Isolador Bom ; 0,0000259167 ; 0,0019084997 ; 0,0163574220 ;-0,0102233890 ; 0,0019083619 ; 0,0000036418 ;;;;;;;;
 Isolador Bom ; 0,0000257471 ; 0,0018964484 ; 0,0145263670 ;-0,0127868650 ; 0,0018963115 ; 0,0000035960 ;;;;;;;;
 Isolador Bom ; 0,0000251721 ; 0,0018959293 ; 0,0139160160 ;-0,0111083980 ; 0,0018958001 ; 0,0000035941 ;;;;;;;;
 Isolador Bom ; 0,0000250208 ; 0,0018934673 ; 0,0141906740 ;-0,0105285640 ; 0,0018933398 ; 0,0000035847 ;;;;;;;;
 Isolador Bom ; 0,0000253845 ; 0,0018970053 ; 0,0172119140 ;-0,0114135740 ; 0,0018968734 ; 0,0000035981 ;;;;;;;;
 Isolador Bom ; 0,0000246338 ; 0,0020052064 ; 0,0131225590 ;-0,0111083980 ; 0,0020050951 ; 0,0000040204 ;;;;;;;;
 Isolador Bom ; 0,0000272961 ; 0,0019486917 ; 0,0159301760 ;-0,0128173830 ; 0,0019485395 ; 0,0000037968 ;;;;;;;;
 Isolador Bom ; 0,0000249231 ; 0,0019253213 ; 0,0149230960 ;-0,0110168460 ; 0,0019251985 ; 0,0000037064 ;;;;;;;;
 Isolador Bom ; 0,0000249084 ; 0,0018498666 ; 0,0132141110 ;-0,0114440920 ; 0,0018497359 ; 0,0000034215 ;;;;;;;;
 Isolador Bom ; 0,0000263879 ; 0,0018401665 ; 0,0149841310 ;-0,0105285640 ; 0,0018400141 ; 0,0000033857 ;;;;;;;;
 Isolador Bom ; 0,0000260229 ; 0,0018804105 ; 0,0168762210 ;-0,0095214844 ; 0,0018802680 ; 0,0000035354 ;;;;;;;;
 Isolador Bom ; 0,0000246631 ; 0,0018380150 ; 0,0128173830 ;-0,0115051270 ; 0,0018378863 ; 0,0000033778 ;;;;;;;;
 Isolador Bom ; 0,0000260901 ; 0,0018195860 ; 0,0146789550 ;-0,0099182129 ; 0,0018194353 ; 0,0000033103 ;;;;;;;;
 Isolador Bom ; 0,0000254822 ; 0,0018512375 ; 0,0107421880 ;-0,0107421880 ; 0,0018510991 ; 0,0000034266 ;;;;;;;;
 Isolador Bom ; 0,0000255627 ; 0,0019220861 ; 0,0147399900 ;-0,0117492680 ; 0,0019219545 ; 0,0000036939 ;;;;;;;;
 Isolador Bom ; 0,0000258325 ; 0,0018722538 ; 0,0134582520 ;-0,0114440920 ; 0,0018721131 ; 0,0000035048 ;;;;;;;;
 Isolador Bom ; 0,0000260571 ; 0,0018655838 ; 0,0159912110 ;-0,0114746090 ; 0,0018654392 ; 0,0000034799 ;;;;;;;;
 Isolador Bom ; 0,0000265308 ; 0,0018570718 ; 0,0130004880 ;-0,0093383789 ; 0,0018569194 ; 0,0000034481 ;;;;;;;;
 Isolador Bom ; 0,0000252258 ; 0,0018595232 ; 0,0133972170 ;-0,0118103030 ; 0,0018593893 ; 0,0000034573 ;;;;;;;;
 Isolador Bom ; 0,0000242566 ; 0,0019110408 ; 0,0133361820 ;-0,0117797850 ; 0,0019109250 ; 0,0000036516 ;;;;;;;;
 Isolador Bom ; 0,0000270483 ; 0,0018684181 ; 0,0128479000 ;-0,0111694340 ; 0,0018682597 ; 0,0000034904 ;;;;;;;;
 Isolador Bom ; 0,0000239661 ; 0,0019170249 ; 0,0129699710 ;-0,0122070310 ; 0,0019169135 ; 0,0000036746 ;;;;;;;;
 Isolador Bom ; 0,0000264661 ; 0,0019294718 ; 0,0129089360 ;-0,0124206540 ; 0,0019293289 ; 0,0000037223 ;;;;;;;;
 Isolador Bom ; 0,0000240515 ; 0,0019376485 ; 0,0137634280 ;-0,0128479000 ; 0,0019375380 ; 0,0000037541 ;;;;;;;;
 Isolador Bom ; 0,0000247168 ; 0,0019635663 ; 0,0130615230 ;-0,0101928710 ; 0,0019634500 ; 0,0000038551 ;;;;;;;;
 Isolador Bom ; 0,0000266699 ; 0,0019391347 ; 0,0156555180 ;-0,0115051270 ; 0,0019389900 ; 0,0000037597 ;;;;;;;;
 Isolador Bom ; 0,0000239160 ; 0,0020484576 ; 0,0158691410 ;-0,0111999510 ; 0,0020483590 ; 0,0000041958 ;;;;;;;;
 Isolador Bom ; 0,0000266602 ; 0,0019670055 ; 0,0133972170 ;-0,0134277340 ; 0,0019668641 ; 0,0000038686 ;;;;;;;;
 Isolador Bom ; 0,0000255115 ; 0,0019991961 ; 0,0134887700 ;-0,0116271970 ; 0,0019990733 ; 0,0000039963 ;;;;;;;;
 Isolador Bom ; 0,0000242273 ; 0,0019636109 ; 0,0120849610 ;-0,0126037600 ; 0,0019635008 ; 0,0000038553 ;;;;;;;;
 Isolador Bom ; 0,0000250916 ; 0,0018974299 ; 0,0140075680 ;-0,0133972170 ; 0,0018973019 ; 0,0000035998 ;;;;;;;;
 Isolador Bom ; 0,0000252612 ; 0,0019449383 ; 0,0126037600 ;-0,0101013180 ; 0,0019448131 ; 0,0000037823 ;;;;;;;;
 Isolador Bom ; 0,0000255518 ; 0,0019825568 ; 0,0130310060 ;-0,0109252930 ; 0,0019824318 ; 0,0000039300 ;;;;;;;;
 Isolador Bom ; 0,0000254773 ; 0,0019237956 ; 0,0138854980 ;-0,0146484380 ; 0,0019236653 ; 0,0000037005 ;;;;;;;;
 Isolador Bom ; 0,0000261047 ; 0,0018486211 ; 0,0120849610 ;-0,0113525390 ; 0,0018484738 ; 0,0000034169 ;;;;;;;;
 Isolador Bom ; 0,0000253247 ; 0,0018436828 ; 0,0146179200 ;-0,0121154790 ; 0,0018435457 ; 0,0000033987 ;;;;;;;;
 Isolador Bom ; 0,0000265625 ; 0,0018921015 ; 0,0128479000 ;-0,0104370120 ; 0,0018919529 ; 0,0000035795 ;;;;;;;;
 Isolador Bom ; 0,0000259180 ; 0,0018295774 ; 0,0127868650 ;-0,0104370120 ; 0,0018294304 ; 0,0000033468 ;;;;;;;;
 Isolador Bom ; 0,0000251050 ; 0,0018902285 ; 0,0130920410 ;-0,0125427250 ; 0,0018900996 ; 0,0000035725 ;;;;;;;;
 Isolador Bom ; 0,0000249939 ; 0,0019590728 ; 0,0168762210 ;-0,0118713380 ; 0,0019589525 ; 0,0000038375 ;;;;;;;;
 Isolador Bom ; 0,0000241479 ; 0,0019549459 ; 0,0125732420 ;-0,0113830570 ; 0,0019548359 ; 0,0000038214 ;;;;;;;;
 Isolador Bom ; 0,0000272070 ; 0,0019263160 ; 0,0132751460 ;-0,0103454590 ; 0,0019261624 ; 0,0000037101 ;;;;;;;;
 Isolador Bom ; 0,0000250354 ; 0,0019104495 ; 0,0137329100 ;-0,0140991210 ; 0,0019103236 ; 0,0000036493 ;;;;;;;;
 Isolador Bom ; 0,0000256274 ; 0,0019438795 ; 0,0133972170 ;-0,0115051270 ; 0,0019437494 ; 0,0000037782 ;;;;;;;;
 Isolador Bom ; 0,0000259656 ; 0,0019062732 ; 0,0137023930 ;-0,0102233890 ; 0,0019061345 ; 0,0000036333 ;;;;;;;;
 Isolador Bom ; 0,0000240417 ; 0,0019278199 ; 0,0121459960 ;-0,0114135740 ; 0,0019277086 ; 0,0000037161 ;;;;;;;;
 Isolador Bom ; 0,0000262573 ; 0,0019041912 ; 0,0138549800 ;-0,0133056640 ; 0,0019040482 ; 0,0000036254 ;;;;;;;;
 Isolador Bom ; 0,0000252698 ; 0,0018886655 ; 0,0125427250 ;-0,0116882320 ; 0,0018885342 ; 0,0000035666 ;;;;;;;;
 Isolador Bom ; 0,0000259253 ; 0,0018949786 ; 0,0165100100 ;-0,0133666990 ; 0,0018948392 ; 0,0000035904 ;;;;;;;;
 Isolador Bom ; 0,0000248352 ; 0,0019185499 ; 0,0137329100 ;-0,0129394530 ; 0,0019184275 ; 0,0000036804 ;;;;;;;;
 Isolador Bom ; 0,0000249390 ; 0,0018865318 ; 0,0178527830 ;-0,0118408200 ; 0,0018864047 ; 0,0000035585 ;;;;;;;;
 Isolador Bom ; 0,0000267920 ; 0,0019376417 ; 0,0153503420 ;-0,0107116700 ; 0,0019374952 ; 0,0000037539 ;;;;;;;;
 Isolador Bom ; 0,0000262146 ; 0,0019784018 ; 0,0167236330 ;-0,0118103030 ; 0,0019782677 ; 0,0000039135 ;;;;;;;;
 Isolador Bom ; 0,0000244336 ; 0,0019117587 ; 0,0148925780 ;-0,0114746090 ; 0,0019116407 ; 0,0000036544 ;;;;;;;;
 Isolador Bom ; 0,0000260498 ; 0,0018821767 ; 0,0140075680 ;-0,0116271970 ; 0,0018820340 ; 0,0000035421 ;;;;;;;;
 Isolador Bom ; 0,0000260864 ; 0,0018256344 ; 0,0140075680 ;-0,0117797850 ; 0,0018254845 ; 0,0000033324 ;;;;;;;;
 Isolador Bom ; 0,0000255981 ; 0,0018791317 ; 0,0131530760 ;-0,0113525390 ; 0,0018789949 ; 0,0000035306 ;;;;;;;;
 Isolador Bom ; 0,0000259399 ; 0,0018239428 ; 0,0126953130 ;-0,0114135740 ; 0,0018237948 ; 0,0000033262 ;;;;;;;;
 Isolador Bom ; 0,0000254114 ; 0,0018797413 ; 0,0141601560 ;-0,0119323730 ; 0,0018796071 ; 0,0000035329 ;;;;;;;;
 Isolador Bom ; 0,0000253760 ; 0,0018861055 ; 0,0131530760 ;-0,0115966800 ; 0,0018859725 ; 0,0000035569 ;;;;;;;;
 Isolador Bom ; 0,0000252283 ; 0,0018553874 ; 0,0159606930 ;-0,0125122070 ; 0,0018552530 ; 0,0000034420 ;;;;;;;;
 Isolador Bom ; 0,0000266101 ; 0,0018704391 ; 0,0158691410 ;-0,0111389160 ; 0,0018702872 ; 0,0000034980 ;;;;;;;;
 Isolador Bom ; 0,0000259888 ; 0,0018415843 ; 0,0120239260 ;-0,0100402830 ; 0,0018414377 ; 0,0000033909 ;;;;;;;;
 Isolador Bom ; 0,0000244397 ; 0,0019076705 ; 0,0153503420 ;-0,0115661620 ; 0,0019075521 ; 0,0000036388 ;;;;;;;;
 Isolador Bom ; 0,0000205908 ; 0,0015752537 ; 0,0140686040 ;-0,0099792480 ; 0,0015751506 ; 0,0000024811 ;;;;;;;;
 Isolador Bom ; 0,0000225574 ; 0,0017754118 ; 0,0151977540 ;-0,0127868650 ; 0,0017753040 ; 0,0000031517 ;;;;;;;;
 Isolador Bom ; 0,0000267004 ; 0,0018692678 ; 0,0173034670 ;-0,0128784180 ; 0,0018691145 ; 0,0000034936 ;;;;;;;;
 Isolador Bom ; 0,0000259119 ; 0,0018635536 ; 0,0120849610 ;-0,0098876953 ; 0,0018634107 ; 0,0000034723 ;;;;;;;;
 Isolador Bom ; 0,0000255835 ; 0,0018564326 ; 0,0157470700 ;-0,0101928710 ; 0,0018562934 ; 0,0000034458 ;;;;;;;;
 Isolador Bom ; 0,0000250830 ; 0,0018595535 ; 0,0147399900 ;-0,0120239260 ; 0,0018594215 ; 0,0000034574 ;;;;;;;;
 Isolador Bom ; 0,0000261108 ; 0,0019260484 ; 0,0134277340 ;-0,0110473630 ; 0,0019259100 ; 0,0000037091 ;;;;;;;;
 Isolador Bom ; 0,0000254785 ; 0,0018254972 ; 0,0142211910 ;-0,0113525390 ; 0,0018253559 ; 0,0000033319 ;;;;;;;;
 Isolador Bom ; 0,0000268176 ; 0,0018699898 ; 0,0162048340 ;-0,0121154790 ; 0,0018698349 ; 0,0000034963 ;;;;;;;;
 Isolador Bom ; 0,0000248254 ; 0,0018822540 ; 0,0162658690 ;-0,0102539060 ; 0,0018821280 ; 0,0000035424 ;;;;;;;;
 Isolador Bom ; 0,0000256921 ; 0,0019097512 ; 0,0140380860 ;-0,0106506350 ; 0,0019096166 ; 0,0000036466 ;;;;;;;;
 Isolador Bom ; 0,0000265393 ; 0,0018525319 ; 0,0156250000 ;-0,0119628910 ; 0,0018523788 ; 0,0000034313 ;;;;;;;;
 Isolador Bom ; 0,0000252832 ; 0,0019132719 ; 0,0137939450 ;-0,0114440920 ; 0,0019131431 ; 0,0000036601 ;;;;;;;;
 Isolador Bom ; 0,0000254651 ; 0,0019293484 ; 0,0127563480 ;-0,0101928710 ; 0,0019292190 ; 0,0000037219 ;;;;;;;;
 Isolador Bom ; 0,0000257898 ; 0,0018766296 ; 0,0150756840 ;-0,0111999510 ; 0,0018764899 ; 0,0000035212 ;;;;;;;;
 Isolador Bom ; 0,0000256531 ; 0,0018429648 ; 0,0131835940 ;-0,0101013180 ; 0,0018428231 ; 0,0000033960 ;;;;;;;;
 Isolador Bom ; 0,0000252026 ; 0,0018592580 ; 0,0138854980 ;-0,0118713380 ; 0,0018591243 ; 0,0000034563 ;;;;;;;;
 Isolador Bom ; 0,0000256299 ; 0,0018600769 ; 0,0117187500 ;-0,0106201170 ; 0,0018599376 ; 0,0000034594 ;;;;;;;;
 Isolador Bom ; 0,0000252002 ; 0,0018983348 ; 0,0148315430 ;-0,0101013180 ; 0,0018982055 ; 0,0000036032 ;;;;;;;;
 Isolador Bom ; 0,0000259424 ; 0,0018995642 ; 0,0132751460 ;-0,0131835940 ; 0,0018994250 ; 0,0000036078 ;;;;;;;;
 Isolador Bom ; 0,0000255396 ; 0,0018863429 ; 0,0134887700 ;-0,0100402830 ; 0,0018862077 ; 0,0000035578 ;;;;;;;;
 Isolador Bom ; 0,0000257056 ; 0,0019500025 ; 0,0159606930 ;-0,0120849610 ; 0,0019498721 ; 0,0000038020 ;;;;;;;;
 Isolador Bom ; 0,0000253833 ; 0,0019115943 ; 0,0130004880 ;-0,0096740723 ; 0,0019114640 ; 0,0000036537 ;;;;;;;;
 Isolador Bom ; 0,0000260217 ; 0,0018441386 ; 0,0158691410 ;-0,0116271970 ; 0,0018439918 ; 0,0000034003 ;;;;;;;;
 Isolador Bom ; 0,0000257922 ; 0,0018535415 ; 0,0140380860 ;-0,0099182129 ; 0,0018533991 ; 0,0000034351 ;;;;;;;;
 Isolador Bom ; 0,0000259277 ; 0,0018397269 ; 0,0138244630 ;-0,0116882320 ; 0,0018395810 ; 0,0000033841 ;;;;;;;;
 Isolador Bom ; 0,0000243481 ; 0,0018434336 ; 0,0132446290 ;-0,0109863280 ; 0,0018433097 ; 0,0000033978 ;;;;;;;;
 Isolador Bom ; 0,0000263037 ; 0,0018610504 ; 0,0124511720 ;-0,0111083980 ; 0,0018609017 ; 0,0000034630 ;;;;;;;;
 Isolador Bom ; 0,0000256787 ; 0,0018581583 ; 0,0151672360 ;-0,0117797850 ; 0,0018580180 ; 0,0000034522 ;;;;;;;;
 Isolador Bom ; 0,0000252490 ; 0,0019010230 ; 0,0144653320 ;-0,0127563480 ; 0,0019008934 ; 0,0000036134 ;;;;;;;;
 Isolador Bom ; 0,0000240063 ; 0,0018819307 ; 0,0146789550 ;-0,0115966800 ; 0,0018818152 ; 0,0000035412 ;;;;;;;;
 Isolador Bom ; 0,0000260913 ; 0,0018519702 ; 0,0168457030 ;-0,0121154790 ; 0,0018518234 ; 0,0000034292 ;;;;;;;;
 Isolador Bom ; 0,0000259424 ; 0,0017803452 ; 0,0130615230 ;-0,0120849610 ; 0,0017801918 ; 0,0000031691 ;;;;;;;;
 Isolador Bom ; 0,0000260168 ; 0,0018480843 ; 0,0140991210 ;-0,0111999510 ; 0,0018479382 ; 0,0000034149 ;;;;;;;;
 Isolador Bom ; 0,0000248608 ; 0,0018816640 ; 0,0140075680 ;-0,0107727050 ; 0,0018815374 ; 0,0000035402 ;;;;;;;;
 Isolador Bom ; 0,0000257117 ; 0,0018914809 ; 0,0128784180 ;-0,0132446290 ; 0,0018913440 ; 0,0000035772 ;;;;;;;;
 Isolador Bom ; 0,0000257080 ; 0,0018982315 ; 0,0161743160 ;-0,0120544430 ; 0,0018980954 ; 0,0000036028 ;;;;;;;;
 Isolador Bom ; 0,0000251245 ; 0,0018848117 ; 0,0120849610 ;-0,0116577150 ; 0,0018846820 ; 0,0000035520 ;;;;;;;;
 Isolador Bom ; 0,0000252063 ; 0,0018240956 ; 0,0124816890 ;-0,0119018550 ; 0,0018239579 ; 0,0000033268 ;;;;;;;;
 Isolador Bom ; 0,0000254773 ; 0,0018192201 ; 0,0127258300 ;-0,0103149410 ; 0,0018190781 ; 0,0000033090 ;;;;;;;;
 Isolador Bom ; 0,0000259778 ; 0,0018117842 ; 0,0133666990 ;-0,0123291020 ; 0,0018116342 ; 0,0000032820 ;;;;;;;;
 Isolador Bom ; 0,0000261963 ; 0,0018968790 ; 0,0135803220 ;-0,0120239260 ; 0,0018967361 ; 0,0000035976 ;;;;;;;;
 Isolador Bom ; 0,0000259729 ; 0,0018467142 ; 0,0148925780 ;-0,0118103030 ; 0,0018465685 ; 0,0000034098 ;;;;;;;;
 Isolador Bom ; 0,0000250891 ; 0,0018785400 ; 0,0130615230 ;-0,0097351074 ; 0,0018784100 ; 0,0000035284 ;;;;;;;;
 Isolador Bom ; 0,0000250562 ; 0,0018381070 ; 0,0122985840 ;-0,0095520020 ; 0,0018379730 ; 0,0000033781 ;;;;;;;;
 Isolador Bom ; 0,0000261731 ; 0,0017879327 ; 0,0117492680 ;-0,0105896000 ; 0,0017877769 ; 0,0000031961 ;;;;;;;;
 Isolador Bom ; 0,0000264600 ; 0,0017885271 ; 0,0136413570 ;-0,0113525390 ; 0,0017883671 ; 0,0000031983 ;;;;;;;;
 Isolador Bom ; 0,0000257520 ; 0,0018039803 ; 0,0113830570 ;-0,0097351074 ; 0,0018038325 ; 0,0000032538 ;;;;;;;;
 Isolador Bom ; 0,0000257544 ; 0,0018358501 ; 0,0135498050 ;-0,0097045898 ; 0,0018357061 ; 0,0000033698 ;;;;;;;;
 Isolador Bom ; 0,0000248450 ; 0,0018302981 ; 0,0121154790 ;-0,0091857910 ; 0,0018301661 ; 0,0000033495 ;;;;;;;;
 Isolador Bom ; 0,0000257605 ; 0,0017848576 ; 0,0145263670 ;-0,0100402830 ; 0,0017847074 ; 0,0000031852 ;;;;;;;;
 Isolador Bom ; 0,0000269238 ; 0,0017933351 ; 0,0133666990 ;-0,0096435547 ; 0,0017931688 ; 0,0000032155 ;;;;;;;;
 Isolador Bom ; 0,0000250513 ; 0,0018557536 ; 0,0127563480 ;-0,0096435547 ; 0,0018556216 ; 0,0000034433 ;;;;;;;;
 Isolador Bom ; 0,0000251672 ; 0,0017934605 ; 0,0139160160 ;-0,0103759770 ; 0,0017933198 ; 0,0000032160 ;;;;;;;;
 Isolador Bom ; 0,0000260803 ; 0,0018184862 ; 0,0115051270 ;-0,0102233890 ; 0,0018183356 ; 0,0000033063 ;;;;;;;;
