 Item ; Média ; RMS ; Maximo ; Mínimo ; Desvio Padrão ; Variância ;;;;;;;;
 Isolador Bom ; 0,0000258374 ; 0,0018225666 ; 0,0123596190 ;-0,0112609860 ; 0,0018224199 ; 0,0000033212 ;;;;;;;;
 Isolador Bom ; 0,0000251099 ; 0,0018362059 ; 0,0124206540 ;-0,0117187500 ; 0,0018360710 ; 0,0000033712 ;;;;;;;;
 Isolador Bom ; 0,0000256628 ; 0,0017875482 ; 0,0127258300 ;-0,0099182129 ; 0,0017873997 ; 0,0000031948 ;;;;;;;;
 Isolador Bom ; 0,0000252332 ; 0,0018034909 ; 0,0116577150 ;-0,0120239260 ; 0,0018033505 ; 0,0000032521 ;;;;;;;;
 Isolador Bom ; 0,0000266479 ; 0,0017878467 ; 0,0142822270 ;-0,0096435547 ; 0,0017876839 ; 0,0000031958 ;;;;;;;;
 Isolador Bom ; 0,0000249756 ; 0,0018051429 ; 0,0137939450 ;-0,0101013180 ; 0,0018050062 ; 0,0000032580 ;;;;;;;;
 Isolador Bom ; 0,0000252490 ; 0,0018044256 ; 0,0154113770 ;-0,0116271970 ; 0,0018042851 ; 0,0000032554 ;;;;;;;;
 Isolador Pergurado ; 0,0000215552 ; 0,0040556681 ; 0,0189208980 ;-0,0155944820 ; 0,0040556919 ; 0,0000164486 ;;;;;;;;
 Isolador Pergurado ; 0,0000263525 ; 0,0038058320 ; 0,0196838380 ;-0,0174865720 ; 0,0038058169 ; 0,0000144842 ;;;;;;;;
 Isolador Pergurado ; 0,0000218445 ; 0,0038001156 ; 0,0154418950 ;-0,0216979980 ; 0,0038001289 ; 0,0000144410 ;;;;;;;;
 Isolador Pergurado ; 0,0000271631 ; 0,0038808382 ; 0,0209045410 ;-0,0159912110 ; 0,0038808207 ; 0,0000150608 ;;;;;;;;
 Isolador Pergurado ; 0,0000229919 ; 0,0040200099 ; 0,0197448730 ;-0,0158691410 ; 0,0040200245 ; 0,0000161606 ;;;;;;;;
 Isolador Pergurado ; 0,0000228857 ; 0,0041084605 ; 0,0188293460 ;-0,0148315430 ; 0,0041084789 ; 0,0000168796 ;;;;;;;;
 Isolador Pergurado ; 0,0000254346 ; 0,0037830435 ; 0,0179748540 ;-0,0178222660 ; 0,0037830336 ; 0,0000143113 ;;;;;;;;
 Isolador Pergurado ; 0,0000237048 ; 0,0038061783 ; 0,0214843750 ;-0,0167541500 ; 0,0038061806 ; 0,0000144870 ;;;;;;;;
 Isolador Pergurado ; 0,0000240051 ; 0,0037786614 ; 0,0176696780 ;-0,0177307130 ; 0,0037786607 ; 0,0000142783 ;;;;;;;;
 Isolador Pergurado ; 0,0000234375 ; 0,0038734811 ; 0,0233154300 ;-0,0169677730 ; 0,0038734877 ; 0,0000150039 ;;;;;;;;
 Isolador Pergurado ; 0,0000248450 ; 0,0037255230 ; 0,0160522460 ;-0,0164489750 ; 0,0037255147 ; 0,0000138795 ;;;;;;;;
 Isolador Pergurado ; 0,0000240637 ; 0,0036732168 ; 0,0180358890 ;-0,0175170900 ; 0,0036732115 ; 0,0000134925 ;;;;;;;;
 Isolador Pergurado ; 0,0000239001 ; 0,0037585902 ; 0,0174560550 ;-0,0169067380 ; 0,0037585893 ; 0,0000141270 ;;;;;;;;
 Isolador Pergurado ; 0,0000216431 ; 0,0038848339 ; 0,0181579590 ;-0,0196228030 ; 0,0038848513 ; 0,0000150921 ;;;;;;;;
 Isolador Pergurado ; 0,0000244568 ; 0,0043551685 ; 0,0199584960 ;-0,0195007320 ; 0,0043551870 ; 0,0000189677 ;;;;;;;;
 Isolador Pergurado ; 0,0000238501 ; 0,0040731613 ; 0,0187988280 ;-0,0188293460 ; 0,0040731729 ; 0,0000165907 ;;;;;;;;
 Isolador Pergurado ; 0,0000254163 ; 0,0040084076 ; 0,0188598630 ;-0,0173950200 ; 0,0040084071 ; 0,0000160673 ;;;;;;;;
 Isolador Pergurado ; 0,0000217493 ; 0,0037037816 ; 0,0145874020 ;-0,0153503420 ; 0,0037037918 ; 0,0000137181 ;;;;;;;;
 Isolador Pergurado ; 0,0000244080 ; 0,0040398466 ; 0,0180358890 ;-0,0179748540 ; 0,0040398536 ; 0,0000163204 ;;;;;;;;
 Isolador Pergurado ; 0,0000255505 ; 0,0042089569 ; 0,0180358890 ;-0,0204772950 ; 0,0042089635 ; 0,0000177154 ;;;;;;;;
 Isolador Pergurado ; 0,0000204053 ; 0,0041696925 ; 0,0166320800 ;-0,0164184570 ; 0,0041697259 ; 0,0000173866 ;;;;;;;;
 Isolador Pergurado ; 0,0000267566 ; 0,0042694725 ; 0,0199890140 ;-0,0208740230 ; 0,0042694740 ; 0,0000182284 ;;;;;;;;
 Isolador Pergurado ; 0,0000226099 ; 0,0044945747 ; 0,0190124510 ;-0,0173339840 ; 0,0044946077 ; 0,0000202015 ;;;;;;;;
 Isolador Pergurado ; 0,0000227502 ; 0,0046556691 ; 0,0198364260 ;-0,0201721190 ; 0,0046557066 ; 0,0000216756 ;;;;;;;;
 Isolador Pergurado ; 0,0000248816 ; 0,0045871388 ; 0,0260620120 ;-0,0223083500 ; 0,0045871631 ; 0,0000210421 ;;;;;;;;
 Isolador Pergurado ; 0,0000245984 ; 0,0045788454 ; 0,0232849120 ;-0,0216064450 ; 0,0045788710 ; 0,0000209661 ;;;;;;;;
 Isolador Pergurado ; 0,0000228125 ; 0,0047436582 ; 0,0210876460 ;-0,0220336910 ; 0,0047436982 ; 0,0000225027 ;;;;;;;;
 Isolador Pergurado ; 0,0000245813 ; 0,0045686574 ; 0,0183410640 ;-0,0246276860 ; 0,0045686826 ; 0,0000208729 ;;;;;;;;
 Isolador Pergurado ; 0,0000240454 ; 0,0041655325 ; 0,0197448730 ;-0,0226135250 ; 0,0041655464 ; 0,0000173518 ;;;;;;;;
 Isolador Pergurado ; 0,0000215552 ; 0,0039766527 ; 0,0159301760 ;-0,0178527830 ; 0,0039766738 ; 0,0000158139 ;;;;;;;;
 Isolador Pergurado ; 0,0000235254 ; 0,0041182317 ; 0,0205688480 ;-0,0181579590 ; 0,0041182469 ; 0,0000169600 ;;;;;;;;
 Isolador Pergurado ; 0,0000240869 ; 0,0046534266 ; 0,0250854490 ;-0,0221557620 ; 0,0046534573 ; 0,0000216547 ;;;;;;;;
 Isolador Pergurado ; 0,0000242700 ; 0,0046290820 ; 0,0187988280 ;-0,0214233400 ; 0,0046291109 ; 0,0000214287 ;;;;;;;;
 Isolador Pergurado ; 0,0000233398 ; 0,0042955978 ; 0,0187683110 ;-0,0160522460 ; 0,0042956203 ; 0,0000184524 ;;;;;;;;
 Isolador Pergurado ; 0,0000236536 ; 0,0040954511 ; 0,0169982910 ;-0,0240173340 ; 0,0040954647 ; 0,0000167728 ;;;;;;;;
 Isolador Pergurado ; 0,0000232227 ; 0,0042015749 ; 0,0187072750 ;-0,0225219730 ; 0,0042015947 ; 0,0000176534 ;;;;;;;;
 Isolador Pergurado ; 0,0000231970 ; 0,0042496659 ; 0,0185546880 ;-0,0222778320 ; 0,0042496876 ; 0,0000180598 ;;;;;;;;
 Isolador Pergurado ; 0,0000258337 ; 0,0041424781 ; 0,0172729490 ;-0,0180664060 ; 0,0041424804 ; 0,0000171601 ;;;;;;;;
 Isolador Pergurado ; 0,0000254248 ; 0,0042082265 ; 0,0184326170 ;-0,0199584960 ; 0,0042082339 ; 0,0000177092 ;;;;;;;;
 Isolador Pergurado ; 0,0000209937 ; 0,0045563581 ; 0,0216979980 ;-0,0205993650 ; 0,0045564009 ; 0,0000207608 ;;;;;;;;
 Isolador Pergurado ; 0,0000257495 ; 0,0041790763 ; 0,0191345210 ;-0,0184936520 ; 0,0041790806 ; 0,0000174647 ;;;;;;;;
 Isolador Pergurado ; 0,0000232947 ; 0,0041589685 ; 0,0185546880 ;-0,0169067380 ; 0,0041589865 ; 0,0000172972 ;;;;;;;;
 Isolador Pergurado ; 0,0000232312 ; 0,0042087438 ; 0,0170288090 ;-0,0189514160 ; 0,0042087639 ; 0,0000177137 ;;;;;;;;
 Isolador Pergurado ; 0,0000217139 ; 0,0042589769 ; 0,0201110840 ;-0,0236206050 ; 0,0042590067 ; 0,0000181391 ;;;;;;;;
 Isolador Pergurado ; 0,0000266760 ; 0,0042676102 ; 0,0180358890 ;-0,0175781250 ; 0,0042676121 ; 0,0000182125 ;;;;;;;;
 Isolador Pergurado ; 0,0000222290 ; 0,0038289585 ; 0,0180053710 ;-0,0158691410 ; 0,0038289705 ; 0,0000146610 ;;;;;;;;
 Isolador Pergurado ; 0,0000260303 ; 0,0038718421 ; 0,0196533200 ;-0,0241088870 ; 0,0038718320 ; 0,0000149911 ;;;;;;;;
 Isolador Pergurado ; 0,0000228040 ; 0,0036944490 ; 0,0198059080 ;-0,0168151860 ; 0,0036944525 ; 0,0000136490 ;;;;;;;;
 Isolador Pergurado ; 0,0000247815 ; 0,0040438143 ; 0,0190429690 ;-0,0163574220 ; 0,0040438193 ; 0,0000163525 ;;;;;;;;
 Isolador Pergurado ; 0,0000220483 ; 0,0040384158 ; 0,0206298830 ;-0,0205383300 ; 0,0040384363 ; 0,0000163090 ;;;;;;;;
 Isolador Pergurado ; 0,0000242566 ; 0,0038425373 ; 0,0234985350 ;-0,0175781250 ; 0,0038425376 ; 0,0000147651 ;;;;;;;;
 Isolador Pergurado ; 0,0000236987 ; 0,0041079559 ; 0,0194702150 ;-0,0193786620 ; 0,0041079697 ; 0,0000168754 ;;;;;;;;
 Isolador Pergurado ; 0,0000255811 ; 0,0038261681 ; 0,0178833010 ;-0,0187072750 ; 0,0038261591 ; 0,0000146395 ;;;;;;;;
 Isolador Pergurado ; 0,0000227734 ; 0,0038593696 ; 0,0214843750 ;-0,0216979980 ; 0,0038593796 ; 0,0000148948 ;;;;;;;;
 Isolador Pergurado ; 0,0000236816 ; 0,0037198704 ; 0,0169067380 ;-0,0148620610 ; 0,0037198694 ; 0,0000138374 ;;;;;;;;
 Isolador Pergurado ; 0,0000252502 ; 0,0033952866 ; 0,0138854980 ;-0,0184326170 ; 0,0033952606 ; 0,0000115278 ;;;;;;;;
 Isolador Pergurado ; 0,0000224268 ; 0,0035862878 ; 0,0177001950 ;-0,0148010250 ; 0,0035862894 ; 0,0000128615 ;;;;;;;;
 Isolador Pergurado ; 0,0000245654 ; 0,0036144143 ; 0,0178222660 ;-0,0173645020 ; 0,0036144031 ; 0,0000130639 ;;;;;;;;
 Isolador Pergurado ; 0,0000247742 ; 0,0034034375 ; 0,0153503420 ;-0,0157165530 ; 0,0034034154 ; 0,0000115832 ;;;;;;;;
 Isolador Pergurado ; 0,0000232336 ; 0,0031933743 ; 0,0133361820 ;-0,0144348140 ; 0,0031933536 ; 0,0000101975 ;;;;;;;;
 Isolador Pergurado ; 0,0000242725 ; 0,0032801260 ; 0,0144042970 ;-0,0156250000 ; 0,0032801018 ; 0,0000107591 ;;;;;;;;
 Isolador Pergurado ; 0,0000244080 ; 0,0034114433 ; 0,0172119140 ;-0,0157775880 ; 0,0034114242 ; 0,0000116378 ;;;;;;;;
 Isolador Pergurado ; 0,0000259778 ; 0,0030569846 ; 0,0188598630 ;-0,0182800290 ; 0,0030569353 ; 0,0000093449 ;;;;;;;;
 Isolador Pergurado ; 0,0000240845 ; 0,0029770450 ; 0,0167236330 ;-0,0155334470 ; 0,0029770071 ; 0,0000088626 ;;;;;;;;
 Isolador Pergurado ; 0,0000235400 ; 0,0033408638 ; 0,0151977540 ;-0,0146484380 ; 0,0033408477 ; 0,0000111613 ;;;;;;;;
 Isolador Pergurado ; 0,0000241113 ; 0,0032404616 ; 0,0136413570 ;-0,0141601560 ; 0,0032404367 ; 0,0000105004 ;;;;;;;;
 Isolador Pergurado ; 0,0000244080 ; 0,0033064247 ; 0,0173645020 ;-0,0152282710 ; 0,0033064007 ; 0,0000109323 ;;;;;;;;
 Isolador Pergurado ; 0,0000220313 ; 0,0036698736 ; 0,0252075200 ;-0,0155334470 ; 0,0036698809 ; 0,0000134680 ;;;;;;;;
 Isolador Pergurado ; 0,0000243811 ; 0,0034740384 ; 0,0178833010 ;-0,0177001950 ; 0,0034740223 ; 0,0000120688 ;;;;;;;;
 Isolador Pergurado ; 0,0000167493 ; 0,0029087627 ; 0,0149230960 ;-0,0159606930 ; 0,0029087726 ; 0,0000084610 ;;;;;;;;
 Isolador Pergurado ; 0,0000244482 ; 0,0034616089 ; 0,0172119140 ;-0,0195007320 ; 0,0034615918 ; 0,0000119826 ;;;;;;;;
 Isolador Pergurado ; 0,0000240076 ; 0,0032458708 ; 0,0149230960 ;-0,0181579590 ; 0,0032458469 ; 0,0000105355 ;;;;;;;;
 Isolador Pergurado ; 0,0000234851 ; 0,0034388858 ; 0,0146789550 ;-0,0162658690 ; 0,0034388744 ; 0,0000118259 ;;;;;;;;
 Isolador Pergurado ; 0,0000240051 ; 0,0035552273 ; 0,0186157230 ;-0,0168762210 ; 0,0035552174 ; 0,0000126396 ;;;;;;;;
 Isolador Pergurado ; 0,0000244006 ; 0,0036335432 ; 0,0148010250 ;-0,0138549800 ; 0,0036335339 ; 0,0000132026 ;;;;;;;;
 Isolador Pergurado ; 0,0000244690 ; 0,0036077939 ; 0,0216674800 ;-0,0178527830 ; 0,0036077831 ; 0,0000130161 ;;;;;;;;
 Isolador Pergurado ; 0,0000233301 ; 0,0035375821 ; 0,0148620610 ;-0,0137023930 ; 0,0035375759 ; 0,0000125144 ;;;;;;;;
 Isolador Pergurado ; 0,0000238806 ; 0,0032911880 ; 0,0158996580 ;-0,0147094730 ; 0,0032911672 ; 0,0000108318 ;;;;;;;;
 Isolador Pergurado ; 0,0000269971 ; 0,0032567477 ; 0,0176086430 ;-0,0189819340 ; 0,0032567009 ; 0,0000106061 ;;;;;;;;
 Isolador Pergurado ; 0,0000220166 ; 0,0033367362 ; 0,0158081050 ;-0,0154113770 ; 0,0033367303 ; 0,0000111338 ;;;;;;;;
 Isolador Pergurado ; 0,0000231165 ; 0,0034685100 ; 0,0159912110 ;-0,0182495120 ; 0,0034685023 ; 0,0000120305 ;;;;;;;;
 Isolador Pergurado ; 0,0000237451 ; 0,0034438474 ; 0,0166625980 ;-0,0155639650 ; 0,0034438344 ; 0,0000118600 ;;;;;;;;
 Isolador Pergurado ; 0,0000242297 ; 0,0031626990 ; 0,0144348140 ;-0,0130615230 ; 0,0031626695 ; 0,0000100025 ;;;;;;;;
 Isolador Pergurado ; 0,0000234888 ; 0,0031495178 ; 0,0145874020 ;-0,0125427250 ; 0,0031494932 ; 0,0000099193 ;;;;;;;;
 Isolador Pergurado ; 0,0000250586 ; 0,0032260564 ; 0,0152587890 ;-0,0137023930 ; 0,0032260236 ; 0,0000104072 ;;;;;;;;
 Isolador Pergurado ; 0,0000248523 ; 0,0033448569 ; 0,0170593260 ;-0,0151977540 ; 0,0033448315 ; 0,0000111879 ;;;;;;;;
 Isolador Pergurado ; 0,0000238977 ; 0,0032295692 ; 0,0139160160 ;-0,0164794920 ; 0,0032295454 ; 0,0000104300 ;;;;;;;;
 Isolador Pergurado ; 0,0000248938 ; 0,0034545340 ; 0,0155029300 ;-0,0153198240 ; 0,0034545134 ; 0,0000119337 ;;;;;;;;
 Isolador Pergurado ; 0,0000231519 ; 0,0032853052 ; 0,0161132810 ;-0,0166931150 ; 0,0032852893 ; 0,0000107931 ;;;;;;;;
 Isolador Pergurado ; 0,0000247815 ; 0,0032528789 ; 0,0148925780 ;-0,0150451660 ; 0,0032528496 ; 0,0000105810 ;;;;;;;;
 Isolador Pergurado ; 0,0000234265 ; 0,0032381472 ; 0,0159606930 ;-0,0163574220 ; 0,0032381272 ; 0,0000104855 ;;;;;;;;
 Isolador Pergurado ; 0,0000243774 ; 0,0031821236 ; 0,0191345210 ;-0,0187072750 ; 0,0031820938 ; 0,0000101257 ;;;;;;;;
 Isolador Pergurado ; 0,0000250952 ; 0,0032633651 ; 0,0144348140 ;-0,0144348140 ; 0,0032633338 ; 0,0000106493 ;;;;;;;;
 Isolador Pergurado ; 0,0000224585 ; 0,0035311037 ; 0,0155029300 ;-0,0178833010 ; 0,0035311029 ; 0,0000124687 ;;;;;;;;
 Isolador Pergurado ; 0,0000223865 ; 0,0034827533 ; 0,0177307130 ;-0,0144958500 ; 0,0034827510 ; 0,0000121296 ;;;;;;;;
 Isolador Pergurado ; 0,0000234570 ; 0,0033872875 ; 0,0175170900 ;-0,0158996580 ; 0,0033872740 ; 0,0000114736 ;;;;;;;;
 Isolador Pergurado ; 0,0000250696 ; 0,0033637647 ; 0,0151062010 ;-0,0173645020 ; 0,0033637385 ; 0,0000113147 ;;;;;;;;
 Isolador Pergurado ; 0,0000234851 ; 0,0035981563 ; 0,0207824710 ;-0,0174560550 ; 0,0035981516 ; 0,0000129467 ;;;;;;;;
 Isolador Pergurado ; 0,0000250354 ; 0,0034978991 ; 0,0175170900 ;-0,0190124510 ; 0,0034978795 ; 0,0000122352 ;;;;;;;;
 Isolador Pergurado ; 0,0000228809 ; 0,0031884177 ; 0,0141601560 ;-0,0156860350 ; 0,0031883993 ; 0,0000101659 ;;;;;;;;
 Isolador Pergurado ; 0,0000299731 ; 0,0106483050 ; 0,0435485840 ;-0,0459289550 ; 0,0106484760 ; 0,0001133900 ;;;;;;;;
 Isolador Pergurado ; 0,0000214465 ; 0,0106710180 ; 0,0393066410 ;-0,0391235350 ; 0,0106712100 ; 0,0001138747 ;;;;;;;;
 Isolador Pergurado ; 0,0000229602 ; 0,0111723510 ; 0,0432128910 ;-0,0395202640 ; 0,0111725510 ; 0,0001248259 ;;;;;;;;
 Isolador Pergurado ; 0,0000304614 ; 0,0106330270 ; 0,0395202640 ;-0,0462951660 ; 0,0106331960 ; 0,0001130649 ;;;;;;;;
 Isolador Pergurado ; 0,0000147168 ; 0,0107181670 ; 0,0409240720 ;-0,0408630370 ; 0,0107183710 ; 0,0001148835 ;;;;;;;;
 Isolador Pergurado ; 0,0000280481 ; 0,0124578580 ; 0,0466918950 ;-0,0498046880 ; 0,0124580750 ; 0,0001552036 ;;;;;;;;
 Isolador Pergurado ; 0,0000259814 ; 0,0115880380 ; 0,0500793460 ;-0,0466918950 ; 0,0115882410 ; 0,0001342873 ;;;;;;;;
 Isolador Pergurado ; 0,0000272876 ; 0,0108395250 ; 0,0501708980 ;-0,0381164550 ; 0,0108397070 ; 0,0001174993 ;;;;;;;;
 Isolador Pergurado ; 0,0000144702 ; 0,0117163600 ; 0,0441589360 ;-0,0470886230 ; 0,0117165860 ; 0,0001372784 ;;;;;;;;
 Isolador Pergurado ; 0,0000184033 ; 0,0127805620 ; 0,0534973140 ;-0,0486450200 ; 0,0127808050 ; 0,0001633490 ;;;;;;;;
 Isolador Pergurado ; 0,0000360388 ; 0,0116197730 ; 0,0399780270 ;-0,0400695800 ; 0,0116199490 ; 0,0001350232 ;;;;;;;;
 Isolador Pergurado ; 0,0000208899 ; 0,0107524860 ; 0,0483398440 ;-0,0408630370 ; 0,0107526810 ; 0,0001156202 ;;;;;;;;
 Isolador Pergurado ; 0,0000237402 ; 0,0115869260 ; 0,0461425780 ;-0,0444030760 ; 0,0115871330 ; 0,0001342617 ;;;;;;;;
 Isolador Pergurado ; 0,0000271484 ; 0,0110317200 ; 0,0490417480 ;-0,0422973630 ; 0,0110319080 ; 0,0001217030 ;;;;;;;;
 Isolador Pergurado ; 0,0000241956 ; 0,0112259010 ; 0,0426635740 ;-0,0391845700 ; 0,0112260990 ; 0,0001260253 ;;;;;;;;
 Isolador Pergurado ; 0,0000241406 ; 0,0112184840 ; 0,0463256840 ;-0,0475463870 ; 0,0112186820 ; 0,0001258588 ;;;;;;;;
 Isolador Pergurado ; 0,0000153967 ; 0,0125492100 ; 0,0467834470 ;-0,0593566890 ; 0,0125494510 ; 0,0001574887 ;;;;;;;;
 Isolador Pergurado ; 0,0000307068 ; 0,0114147160 ; 0,0395202640 ;-0,0437316890 ; 0,0114149030 ; 0,0001303000 ;;;;;;;;
 Isolador Pergurado ; 0,0000171350 ; 0,0115977220 ; 0,0482482910 ;-0,0379028320 ; 0,0115979410 ; 0,0001345122 ;;;;;;;;
 Isolador Pergurado ; 0,0000247083 ; 0,0111604860 ; 0,0444641110 ;-0,0449218750 ; 0,0111606820 ; 0,0001245608 ;;;;;;;;
 Isolador Pergurado ; 0,0000191150 ; 0,0121619510 ; 0,0465087890 ;-0,0423583980 ; 0,0121621800 ; 0,0001479186 ;;;;;;;;
 Isolador Pergurado ; 0,0000297559 ; 0,0127674280 ; 0,0469055180 ;-0,0482482910 ; 0,0127676480 ; 0,0001630128 ;;;;;;;;
 Isolador Pergurado ; 0,0000339941 ; 0,0126642140 ; 0,0453491210 ;-0,0442199710 ; 0,0126644220 ; 0,0001603876 ;;;;;;;;
 Isolador Pergurado ; 0,0000245496 ; 0,0135316570 ; 0,0500793460 ;-0,0571899410 ; 0,0135319060 ; 0,0001831125 ;;;;;;;;
 Isolador Pergurado ; 0,0000135645 ; 0,0132578220 ; 0,0462341310 ;-0,0498657230 ; 0,0132580810 ; 0,0001757767 ;;;;;;;;
 Isolador Pergurado ; 0,0000262708 ; 0,0128411640 ; 0,0518798830 ;-0,0541381840 ; 0,0128413940 ; 0,0001649014 ;;;;;;;;
 Isolador Pergurado ; 0,0000303772 ; 0,0135858840 ; 0,0574646000 ;-0,0497131350 ; 0,0135861220 ; 0,0001845827 ;;;;;;;;
 Isolador Pergurado ; 0,0000229651 ; 0,0125313130 ; 0,0533447270 ;-0,0443420410 ; 0,0125315420 ; 0,0001570396 ;;;;;;;;
 Isolador Pergurado ; 0,0000252625 ; 0,0129405720 ; 0,0462646480 ;-0,0520324710 ; 0,0129408060 ; 0,0001674645 ;;;;;;;;
 Isolador Pergurado ; 0,0000173535 ; 0,0121018780 ; 0,0483093260 ;-0,0497436520 ; 0,0121021080 ; 0,0001464610 ;;;;;;;;
 Isolador Pergurado ; 0,0000252808 ; 0,0125581630 ; 0,0457153320 ;-0,0542297360 ; 0,0125583890 ; 0,0001577131 ;;;;;;;;
 Isolador Pergurado ; 0,0000215210 ; 0,0134555720 ; 0,0697937010 ;-0,0503234860 ; 0,0134558240 ; 0,0001810592 ;;;;;;;;
 Isolador Pergurado ; 0,0000239575 ; 0,0128132930 ; 0,0517883300 ;-0,0476684570 ; 0,0128135270 ; 0,0001641865 ;;;;;;;;
 Isolador Pergurado ; 0,0000259094 ; 0,0123080570 ; 0,0437927250 ;-0,0439453130 ; 0,0123082760 ; 0,0001514937 ;;;;;;;;
 Isolador Pergurado ; 0,0000169373 ; 0,0120165140 ; 0,0520019530 ;-0,0467224120 ; 0,0120167430 ; 0,0001444021 ;;;;;;;;
 Isolador Pergurado ; 0,0000355713 ; 0,0116071280 ; 0,0449523930 ;-0,0546875000 ; 0,0116073060 ; 0,0001347296 ;;;;;;;;
 Isolador Pergurado ; 0,0000127307 ; 0,0118184710 ; 0,0465087890 ;-0,0456237790 ; 0,0118187010 ; 0,0001396817 ;;;;;;;;
 Isolador Pergurado ; 0,0000240076 ; 0,0120520890 ; 0,0565185550 ;-0,0459594730 ; 0,0120523070 ; 0,0001452581 ;;;;;;;;
 Isolador Pergurado ; 0,0000231787 ; 0,0137509960 ; 0,0549926760 ;-0,0463562010 ; 0,0137512520 ; 0,0001890969 ;;;;;;;;
 Isolador Pergurado ; 0,0000306165 ; 0,0123805600 ; 0,0494079590 ;-0,0548095700 ; 0,0123807690 ; 0,0001532835 ;;;;;;;;
 Isolador Pergurado ; 0,0000177771 ; 0,0116306350 ; 0,0464172360 ;-0,0469970700 ; 0,0116308540 ; 0,0001352768 ;;;;;;;;
 Isolador Pergurado ; 0,0000241296 ; 0,0125725200 ; 0,0464477540 ;-0,0520324710 ; 0,0125727480 ; 0,0001580740 ;;;;;;;;
 Isolador Pergurado ; 0,0000252039 ; 0,0114387260 ; 0,0470581050 ;-0,0514526370 ; 0,0114389270 ; 0,0001308491 ;;;;;;;;
 Isolador Pergurado ; 0,0000314307 ; 0,0122554000 ; 0,0427856450 ;-0,0503540040 ; 0,0122556050 ; 0,0001501999 ;;;;;;;;
 Isolador Pergurado ; 0,0000131677 ; 0,0129334330 ; 0,0474853520 ;-0,0465087890 ; 0,0129336850 ; 0,0001672802 ;;;;;;;;
 Isolador Pergurado ; 0,0000351843 ; 0,0114716480 ; 0,0457763670 ;-0,0520629880 ; 0,0114718230 ; 0,0001316027 ;;;;;;;;
 Isolador Pergurado ; 0,0000182434 ; 0,0116853680 ; 0,0468444820 ;-0,0461120610 ; 0,0116855870 ; 0,0001365530 ;;;;;;;;
 Isolador Pergurado ; 0,0000253955 ; 0,0121767510 ; 0,0445861820 ;-0,0563049320 ; 0,0121769680 ; 0,0001482786 ;;;;;;;;
 Isolador Pergurado ; 0,0000288147 ; 0,0112381370 ; 0,0417480470 ;-0,0431213380 ; 0,0112383250 ; 0,0001263000 ;;;;;;;;
 Isolador Pergurado ; 0,0000125000 ; 0,0134902160 ; 0,0588989260 ;-0,0553283690 ; 0,0134904800 ; 0,0001819930 ;;;;;;;;
 Isolador Pergurado ; 0,0000243457 ; 0,0133466540 ; 0,0692749020 ;-0,0474548340 ; 0,0133468980 ; 0,0001781397 ;;;;;;;;
 Isolador Pergurado ; 0,0000345947 ; 0,0127676410 ; 0,0432434080 ;-0,0489196780 ; 0,0127678490 ; 0,0001630180 ;;;;;;;;
 Isolador Pergurado ; 0,0000235901 ; 0,0131377370 ; 0,0494384770 ;-0,0558776860 ; 0,0131379780 ; 0,0001726065 ;;;;;;;;
 Isolador Pergurado ; 0,0000171582 ; 0,0118757220 ; 0,0411682130 ;-0,0415649410 ; 0,0118759480 ; 0,0001410381 ;;;;;;;;
 Isolador Pergurado ; 0,0000311072 ; 0,0125051160 ; 0,0440979000 ;-0,0499877930 ; 0,0125053280 ; 0,0001563832 ;;;;;;;;
 Isolador Pergurado ; 0,0000189490 ; 0,0123555520 ; 0,0539855960 ;-0,0513000490 ; 0,0123557850 ; 0,0001526654 ;;;;;;;;
 Isolador Pergurado ; 0,0000162830 ; 0,0124995170 ; 0,0458374020 ;-0,0462036130 ; 0,0124997570 ; 0,0001562439 ;;;;;;;;
 Isolador Pergurado ; 0,0000342126 ; 0,0118341960 ; 0,0463562010 ;-0,0451049800 ; 0,0118343840 ; 0,0001400526 ;;;;;;;;
 Isolador Pergurado ; 0,0000249268 ; 0,0125645470 ; 0,0444030760 ;-0,0484924320 ; 0,0125647740 ; 0,0001578736 ;;;;;;;;
 Isolador Pergurado ; 0,0000271277 ; 0,0138088970 ; 0,0533752440 ;-0,0524902340 ; 0,0138091470 ; 0,0001906925 ;;;;;;;;
 Isolador Pergurado ; 0,0000151965 ; 0,0128475850 ; 0,0492553710 ;-0,0488891600 ; 0,0128478330 ; 0,0001650668 ;;;;;;;;
 Isolador Pergurado ; 0,0000248608 ; 0,0120624020 ; 0,0509643550 ;-0,0504455570 ; 0,0120626170 ; 0,0001455067 ;;;;;;;;
 Isolador Pergurado ; 0,0000240076 ; 0,0121187800 ; 0,0500183110 ;-0,0515747070 ; 0,0121189980 ; 0,0001468701 ;;;;;;;;
 Isolador Pergurado ; 0,0000232043 ; 0,0125164050 ; 0,0473022460 ;-0,0508117680 ; 0,0125166340 ; 0,0001566661 ;;;;;;;;
 Isolador Pergurado ; 0,0000263916 ; 0,0109812380 ; 0,0414123540 ;-0,0440063480 ; 0,0109814260 ; 0,0001205917 ;;;;;;;;
 Isolador Pergurado ; 0,0000223926 ; 0,0115273330 ; 0,0428161620 ;-0,0444335940 ; 0,0115275420 ; 0,0001328842 ;;;;;;;;
 Isolador Pergurado ; 0,0000185376 ; 0,0140711880 ; 0,0559997560 ;-0,0644836430 ; 0,0140714570 ; 0,0001980059 ;;;;;;;;
